,M,N,lb,ub,makespan,iters,total_t,prep_t,iter_t,d,tau,pmax,pmin,cols,box_size,box_bound
0,3,15,1,20,52.0,7,0.012857142857142857,0.00042857142857142855,0.012428571428571428,2,1,12,10,13.0,137.57142857142858,14.0
1,3,15,1,20,45.3333,8,0.0,0.0,0.0,1,3,17,17,17.875,218.25,15.0
2,3,15,1,20,96.0,8,3.44625,0.0005,3.44575,3,1,20,4,32.125,182.5,12.0
3,3,15,1,20,91.0,8,0.024,0.000625,0.023375,2,1,19,18,17.5,133.5,13.0
4,3,15,1,20,41.0,7,16.343714285714285,0.00042857142857142855,16.343285714285713,5,2,19,4,375.2857142857143,994.0,7.0
5,3,15,1,20,68.0,8,637.935625,0.000375,637.93525,4,1,17,6,107.5,266.0,7.0
6,3,15,1,20,17.0,6,0.023333333333333334,0.0003333333333333333,0.023,3,2,19,2,84.66666666666667,820.0,10.0
7,3,15,1,20,7.0,5,0.0238,0.0006,0.0232,3,2,5,1,74.4,924.0,11.0
8,3,15,1,20,39.0,7,1238.905142857143,0.00042857142857142855,1238.9047142857144,4,1,17,4,102.71428571428571,438.0,8.0
9,3,15,1,20,29.6667,8,1.029125,0.000375,1.02875,5,3,18,2,563.5,902.25,5.0
10,3,15,1,20,44.0,7,0.0005714285714285715,0.0005714285714285715,0.0,2,2,12,11,24.428571428571427,374.0,14.0
11,3,15,1,20,25.5,6,3.155,0.0005,3.1545,4,2,15,1,200.5,500.0,5.0
12,3,15,1,20,91.0,8,3.4745,0.000375,3.474125,3,1,19,7,33.0,182.5,12.0
13,3,15,1,20,43.0,7,522.6544285714285,0.00042857142857142855,522.654,4,1,13,5,84.42857142857143,287.14285714285717,8.0
14,3,15,1,20,57.0,7,704.2258571428572,0.0005714285714285715,704.2252857142857,4,1,18,7,75.28571428571429,475.85714285714283,9.0
15,3,15,1,20,24.0,6,0.0,0.0,0.0,1,2,8,8,11.5,117.0,15.0
16,3,15,1,20,37.0,7,8244.358714285714,0.0005714285714285715,8244.358142857143,6,2,15,2,310.85714285714283,941.1428571428571,8.0
17,3,15,1,20,54.0,8,0.00075,0.000625,0.000125,2,2,16,11,51.0,300.75,10.0
18,3,15,1,20,80.0,7,0.012857142857142857,0.00028571428571428574,0.012571428571428572,2,1,16,9,13.0,129.14285714285714,14.0
19,3,15,1,20,22.5,6,20.9135,0.0005,20.913,5,2,13,2,324.0,1168.0,8.0
20,3,15,1,20,25.5,6,0.002,0.0003333333333333333,0.0016666666666666668,2,2,11,8,27.333333333333332,304.0,13.0
21,3,15,1,20,28.0,8,0.000375,0.000375,0.0,2,3,14,2,75.0,366.375,10.0
22,3,15,1,20,19.5,6,0.0025,0.0005,0.002,2,2,7,4,35.5,256.0,12.0
23,3,15,1,20,16.0,6,0.5603333333333333,0.0003333333333333333,0.56,4,2,7,1,362.6666666666667,422.6666666666667,5.0
24,3,15,1,20,40.0,7,467.497,0.00042857142857142855,467.49657142857143,4,1,16,2,88.0,448.0,8.0
25,3,15,1,20,35.8333,9,0.10044444444444445,0.00044444444444444447,0.1,4,3,20,1,313.77777777777777,936.0,6.0
26,3,15,1,20,31.0,7,7.030285714285714,0.00042857142857142855,7.029857142857143,4,2,17,4,153.85714285714286,756.0,7.0
27,3,15,1,20,0.0,1,0.0,0.0,0.0,5,1,14,2,278.0,584.0,8.0
28,3,15,1,20,20.0,6,0.0025,0.0003333333333333333,0.0021666666666666666,2,2,16,4,32.333333333333336,507.3333333333333,12.0
29,3,15,1,20,9.0,5,0.0,0.0,0.0,1,2,3,3,11.6,118.8,15.0
30,3,15,1,20,0.0,1,0.0,0.0,0.0,6,1,20,8,838.0,516.0,6.0
31,3,15,1,20,25.0,7,0.023714285714285716,0.0005714285714285715,0.023142857142857142,3,2,19,5,84.14285714285714,679.4285714285714,10.0
32,3,15,1,20,51.0,8,0.0005,0.0005,0.0,2,2,18,16,38.75,279.5,8.0
33,3,15,1,20,38.0,6,0.0006666666666666666,0.0005,0.00016666666666666666,2,2,15,8,40.666666666666664,455.0,12.0
34,3,15,1,20,0.0,1,0.0,0.0,0.0,5,1,17,1,276.0,584.0,8.0
35,3,15,1,20,14.0,6,0.14516666666666667,0.0005,0.14466666666666667,3,2,11,3,49.0,822.6666666666666,12.0
36,3,15,1,20,37.5,7,449.0802857142857,0.0005714285714285715,449.07971428571426,5,2,16,2,314.57142857142856,596.2857142857143,7.0
37,3,15,1,20,45.3333,8,0.0,0.0,0.0,1,3,17,17,17.875,218.25,15.0
38,3,15,1,20,65.0,7,0.012857142857142857,0.00014285714285714287,0.012714285714285714,2,1,13,7,13.0,129.14285714285714,14.0
39,3,15,1,20,8.0,5,0.0006,0.0006,0.0,2,2,16,1,26.6,756.0,14.0
40,3,15,1,20,30.6667,8,0.01275,0.000625,0.012125,3,3,14,5,101.0,732.75,11.0
41,3,15,1,20,43.0,7,9.099714285714287,0.00028571428571428574,9.099428571428572,3,1,10,6,60.285714285714285,176.71428571428572,9.0
42,3,15,1,20,89.0,7,0.009,0.00042857142857142855,0.008571428571428572,2,1,19,13,25.0,114.0,11.0
43,3,15,1,20,32.0,6,1133.7416666666666,0.0005,1133.7411666666667,4,1,15,2,99.33333333333333,264.3333333333333,9.0
44,3,15,1,20,57.0,7,0.06457142857142857,0.00028571428571428574,0.06428571428571428,3,2,19,1,88.42857142857143,416.2857142857143,11.0
45,3,15,1,20,17.5,6,0.0013333333333333333,0.0005,0.0008333333333333334,2,2,11,5,21.166666666666668,342.6666666666667,14.0
46,3,15,1,20,67.0,8,0.312875,0.000375,0.3125,4,2,19,2,169.75,756.0,7.0
47,3,15,1,20,68.0,8,0.333625,0.0005,0.333125,4,2,20,5,165.75,690.0,7.0
48,3,15,1,20,90.0,7,0.012571428571428572,0.00042857142857142855,0.012142857142857143,2,1,18,4,12.857142857142858,121.71428571428571,14.0
49,3,15,1,20,21.3333,8,0.000375,0.000375,0.0,2,3,10,8,44.125,571.875,13.0
50,3,15,1,20,30.0,6,0.0185,0.0003333333333333333,0.018166666666666668,3,2,18,6,44.0,805.3333333333334,13.0
51,3,15,1,20,32.3333,8,0.157,0.0005,0.1565,4,3,16,9,201.0,1087.5,8.0
52,3,15,1,20,16.0,6,0.017333333333333333,0.0005,0.016833333333333332,3,2,15,3,43.833333333333336,922.3333333333334,13.0
53,3,15,1,20,40.0,6,9.442666666666666,0.0005,9.442166666666667,3,1,13,5,59.5,282.6666666666667,9.0
54,3,15,1,20,46.0,7,9.246142857142857,0.0005714285714285715,9.245571428571429,5,2,20,3,301.57142857142856,828.0,6.0
55,3,15,1,20,40.0,6,0.06866666666666667,0.0005,0.06816666666666667,2,1,20,2,27.5,275.0,11.0
56,3,15,1,20,46.0,6,966.3613333333333,0.0005,966.3608333333333,4,1,12,4,112.33333333333333,313.3333333333333,7.0
57,3,15,1,20,29.0,7,239.95357142857142,0.00042857142857142855,239.95314285714286,6,2,16,2,733.2857142857143,820.0,5.0
58,3,15,1,20,34.5,9,3.1633333333333336,0.0005555555555555556,3.162777777777778,5,3,18,5,666.5555555555555,1242.0,6.0
59,3,15,1,20,47.0,6,6.212666666666666,0.0003333333333333333,6.2123333333333335,3,1,12,2,40.666666666666664,237.16666666666666,11.0
60,3,15,1,20,72.0,7,0.0,0.0,0.0,1,2,18,18,13.571428571428571,151.14285714285714,15.0
61,3,15,1,20,80.0,7,0.0005714285714285715,0.0005714285714285715,0.0,2,2,20,16,25.0,355.42857142857144,14.0
62,3,15,1,20,69.0,8,0.002875,0.0005,0.002375,2,1,17,9,28.25,139.5,9.0
63,3,15,1,20,80.0,8,0.012375,0.0005,0.011875,2,1,16,1,13.0,122.75,14.0
64,3,15,1,20,42.0,7,19.203857142857142,0.00042857142857142855,19.20342857142857,5,2,20,8,234.57142857142858,1238.2857142857142,9.0
65,3,15,1,20,76.0,7,5.316857142857143,0.00042857142857142855,5.316428571428571,3,1,19,1,41.0,151.71428571428572,11.0
66,3,15,1,20,30.0,7,0.07571428571428572,0.0005714285714285715,0.07514285714285714,3,2,17,4,77.42857142857143,532.0,7.0
67,3,15,1,20,19.0,7,1.1702857142857144,0.0007142857142857143,1.1695714285714285,5,3,20,1,564.1428571428571,990.0,5.0
68,3,15,1,20,33.0,7,0.0012857142857142856,0.00028571428571428574,0.001,2,2,11,2,22.0,288.57142857142856,14.0
69,3,15,1,20,10.3333,7,0.010285714285714285,0.00042857142857142855,0.009857142857142858,3,3,9,2,105.57142857142857,1230.0,10.0
70,3,15,1,20,5.5,4,0.0005,0.00025,0.00025,2,2,4,1,35.5,587.5,13.0
71,3,15,1,20,85.0,8,338.263375,0.000375,338.263,4,1,20,11,57.75,269.875,11.0
72,3,15,1,20,26.0,7,26.96457142857143,0.0005714285714285715,26.964,5,2,17,1,569.5714285714286,660.0,5.0
73,3,15,1,20,53.0,7,3.7952857142857144,0.0005714285714285715,3.794714285714286,3,1,17,9,31.285714285714285,262.0,12.0
74,3,15,1,20,36.0,7,0.0012857142857142856,0.00028571428571428574,0.001,2,2,12,4,21.714285714285715,288.57142857142856,14.0
75,3,15,1,20,30.0,6,0.016833333333333332,0.0005,0.01633333333333333,3,2,11,6,103.5,624.0,8.0
76,3,15,1,20,27.0,7,0.561,0.00042857142857142855,0.5605714285714286,4,2,14,3,160.85714285714286,896.0,8.0
77,3,15,1,20,51.0,7,0.015714285714285715,0.00028571428571428574,0.015428571428571429,3,2,15,12,124.42857142857143,532.0,7.0
78,3,15,1,20,34.5,7,0.1697142857142857,0.0005714285714285715,0.16914285714285715,3,2,15,2,98.0,376.0,8.0
79,3,15,1,20,36.0,8,0.4215,0.000375,0.421125,4,3,18,1,215.75,867.75,10.0
80,3,15,1,20,26.6667,8,0.00025,0.00025,0.0,2,3,16,4,76.25,483.0,8.0
81,3,15,1,20,33.3333,8,0.0045,0.000375,0.004125,3,3,20,10,120.5,798.0,7.0
82,3,15,1,20,23.0,6,160.838,0.0005,160.8375,6,2,18,3,611.5,1032.0,6.0
83,3,15,1,20,39.1667,9,4.3806666666666665,0.0005555555555555556,4.380111111111111,5,3,20,2,533.3333333333334,1129.6666666666667,7.0
84,3,15,1,20,36.0,6,0.003,0.0005,0.0025,2,2,18,10,31.5,351.0,12.0
85,3,15,1,20,15.5,5,5.985,0.0002,5.9848,4,2,20,2,187.6,624.0,6.0
86,3,15,1,20,0.0,1,0.0,0.0,0.0,5,1,18,8,468.0,497.0,7.0
87,3,15,1,20,73.0,7,5.148428571428571,0.00028571428571428574,5.148142857142857,3,1,19,4,48.57142857142857,254.0,8.0
88,3,15,1,20,25.0,6,1332.4213333333332,0.0005,1332.4208333333333,4,1,19,1,105.83333333333333,513.0,9.0
89,3,15,1,20,41.0,7,0.016714285714285713,0.00042857142857142855,0.016285714285714285,3,2,19,4,158.14285714285714,444.0,6.0
90,3,15,1,20,29.0,7,0.47928571428571426,0.00028571428571428574,0.479,4,2,12,5,234.57142857142858,756.0,7.0
91,3,15,1,20,33.5,7,276.048,0.0005714285714285715,276.04742857142855,5,2,19,8,236.57142857142858,827.4285714285714,7.0
92,3,15,1,20,33.0,6,0.016166666666666666,0.0005,0.015666666666666666,3,2,12,6,97.33333333333333,624.0,8.0
93,3,15,1,20,19.0,7,0.09657142857142857,0.0007142857142857143,0.09585714285714286,4,3,19,3,208.14285714285714,1134.0,7.0
94,3,15,1,20,76.0,8,0.00075,0.0005,0.00025,2,2,20,19,40.625,375.25,12.0
95,3,15,1,20,35.0,7,0.016,0.00042857142857142855,0.015571428571428571,2,1,16,1,30.714285714285715,216.0,9.0
96,3,15,1,20,83.0,8,469.445125,0.000625,469.4445,4,1,19,14,79.5,282.5,8.0
97,3,15,1,20,60.0,7,313.6212857142857,0.00042857142857142855,313.6208571428571,4,1,19,4,93.14285714285714,312.0,7.0
98,3,15,1,20,5.66667,6,0.015,0.0005,0.0145,3,3,8,1,111.16666666666667,1386.0,11.0
99,3,15,1,20,20.0,6,0.9075,0.0006666666666666666,0.9068333333333334,4,2,18,2,112.33333333333333,1298.0,11.0
100,3,15,20,50,225.0,9,0.011333333333333334,0.0003333333333333333,0.011,2,1,45,36,12.444444444444445,121.0,14.0
101,3,15,20,50,213.0,9,5.2683333333333335,0.00044444444444444447,5.267888888888889,3,1,48,35,40.44444444444444,216.44444444444446,10.0
102,3,15,20,50,103.5,10,0.0003,0.0003,0.0,2,3,43,35,67.0,500.1,9.0
103,3,15,20,50,122.0,8,5.661125,0.00075,5.660375,3,1,27,20,46.375,198.0,9.0
104,3,15,20,50,125.0,8,554.931875,0.000625,554.93125,4,1,40,20,64.125,378.875,10.0
105,3,15,20,50,0.0,2,0.0,0.0,0.0,5,1,45,25,161.5,581.5,10.0
106,3,15,20,50,103.0,8,159.15375,0.0005,159.15325,5,2,41,24,115.25,806.75,11.0
107,3,15,20,50,113.333,10,0.0004,0.0004,0.0,2,3,45,25,32.6,508.8,14.0
108,3,15,20,50,193.0,8,4.557875,0.000625,4.55725,3,1,49,23,50.5,227.5,8.0
109,3,15,20,50,178.0,9,871.8497777777778,0.00044444444444444447,871.8493333333333,4,1,46,27,86.44444444444444,300.3333333333333,9.0
110,3,15,20,50,109.333,10,0.0,0.0,0.0,1,3,41,41,18.0,225.6,15.0
111,3,15,20,50,81.5,10,0.0907,0.0005,0.0902,4,3,40,26,197.7,1134.0,7.0
112,3,15,20,50,111.0,10,0.6023,0.0005,0.6018,5,3,46,37,658.3,756.0,4.0
113,3,15,20,50,126.0,9,0.31466666666666665,0.0003333333333333333,0.31433333333333335,4,2,42,26,236.0,624.0,6.0
114,3,15,20,50,0.0,1,0.0,0.0,0.0,5,1,48,20,323.0,584.0,8.0
115,3,15,20,50,117.333,10,0.0,0.0,0.0,1,3,44,44,18.0,225.6,15.0
116,3,15,20,50,245.0,8,2.428,0.000625,2.427375,3,1,50,25,60.125,181.625,7.0
117,3,15,20,50,132.0,9,8.035,0.0005555555555555556,8.034444444444444,4,2,48,22,140.88888888888889,557.7777777777778,8.0
118,3,15,20,50,89.0,8,0.149,0.000375,0.148625,3,2,49,20,58.75,685.0,10.0
119,3,15,20,50,152.0,9,17.00011111111111,0.0006666666666666666,16.999444444444446,5,2,49,31,400.1111111111111,994.0,7.0
120,3,15,20,50,0.0,1,0.0,0.0,0.0,5,1,48,30,402.0,497.0,7.0
121,3,15,20,50,135.0,9,0.0006666666666666666,0.0005555555555555556,0.00011111111111111112,2,2,45,30,46.111111111111114,429.1111111111111,11.0
122,3,15,20,50,86.0,8,0.10225,0.0005,0.10175,3,2,33,23,96.25,395.5,7.0
123,3,15,20,50,127.0,9,0.03422222222222222,0.0003333333333333333,0.03388888888888889,3,2,43,22,75.11111111111111,563.1111111111111,11.0
124,3,15,20,50,220.0,9,0.011333333333333334,0.0003333333333333333,0.011,2,1,44,29,12.444444444444445,121.0,14.0
125,3,15,20,50,216.0,9,7.479,0.00044444444444444447,7.478555555555555,3,1,49,23,52.666666666666664,166.77777777777777,10.0
126,3,15,20,50,147.0,8,0.015125,0.0005,0.014625,3,2,43,31,93.125,488.5,8.0
127,3,15,20,50,81.5,8,0.095125,0.0005,0.094625,3,2,29,25,86.25,454.25,7.0
128,3,15,20,50,174.0,8,459.161375,0.0005,459.160875,4,1,45,22,82.625,282.5,8.0
129,3,15,20,50,193.0,9,7.453555555555556,0.0006666666666666666,7.4528888888888885,3,1,39,37,43.111111111111114,201.33333333333334,11.0
130,3,15,20,50,232.0,9,576.8033333333333,0.0005555555555555556,576.8027777777778,4,1,49,26,113.11111111111111,270.6666666666667,6.0
131,3,15,20,50,120.0,8,0.001125,0.0005,0.000625,2,2,40,32,20.25,265.25,14.0
132,3,15,20,50,94.3333,10,0.0915,0.0005,0.091,4,3,49,31,396.6,750.0,5.0
133,3,15,20,50,72.3333,10,4365.2872,0.0008,4365.2864,8,3,48,21,1827.3,1755.0,5.0
134,3,15,20,50,126.0,8,0.022875,0.00025,0.022625,2,1,46,21,16.625,154.25,13.0
135,3,15,20,50,68.0,9,0.00044444444444444447,0.00044444444444444447,0.0,2,3,27,21,44.44444444444444,511.6666666666667,13.0
136,3,15,20,50,156.0,9,0.7826666666666666,0.0005555555555555556,0.7821111111111111,4,2,45,39,223.11111111111111,864.8888888888889,8.0
137,3,15,20,50,0.0,2,0.0,0.0,0.0,5,1,47,20,243.0,455.5,7.0
138,3,15,20,50,88.0,10,0.0,0.0,0.0,1,3,33,33,18.1,230.7,15.0
139,3,15,20,50,0.0,1,0.0,0.0,0.0,5,1,50,25,517.0,414.0,6.0
140,3,15,20,50,0.0,2,0.0,0.0,0.0,5,1,47,21,219.0,413.5,8.0
141,3,15,20,50,152.0,9,1.0454444444444444,0.00044444444444444447,1.045,4,2,43,22,83.22222222222223,801.5555555555555,12.0
142,3,15,20,50,234.0,9,5.188444444444444,0.00044444444444444447,5.188,3,1,50,25,43.55555555555556,210.88888888888889,9.0
143,3,15,20,50,97.6667,10,0.0145,0.0005,0.014,3,3,40,27,59.3,853.8,13.0
144,3,15,20,50,154.0,9,0.01577777777777778,0.0005555555555555556,0.015222222222222222,3,2,45,35,120.77777777777777,483.1111111111111,7.0
145,3,15,20,50,201.0,9,5.252222222222223,0.00044444444444444447,5.251777777777778,3,1,48,35,42.44444444444444,231.33333333333334,9.0
146,3,15,20,50,79.6667,9,0.09388888888888888,0.0005555555555555556,0.09333333333333334,4,3,50,20,428.22222222222223,634.0,5.0
147,3,15,20,50,129.0,9,0.6058888888888889,0.0005555555555555556,0.6053333333333333,4,2,50,24,190.77777777777777,896.0,8.0
148,3,15,20,50,100.0,10,0.2054,0.0004,0.205,4,3,44,34,239.2,1218.0,8.0
149,3,15,20,50,121.333,10,0.0061,0.0004,0.0057,3,3,48,35,115.8,839.4,8.0
150,3,15,20,50,108.0,10,0.0061,0.0005,0.0056,3,3,48,40,115.6,839.4,8.0
151,3,15,20,50,116.5,9,3.606333333333333,0.00044444444444444447,3.605888888888889,5,2,48,20,440.55555555555554,660.0,5.0
152,3,15,20,50,218.0,9,0.003111111111111111,0.00044444444444444447,0.0026666666666666666,2,1,48,37,26.22222222222222,132.33333333333334,9.0
153,3,15,20,50,210.0,9,0.005333333333333333,0.0007777777777777777,0.004555555555555556,2,1,45,30,26.22222222222222,117.66666666666667,10.0
154,3,15,20,50,235.0,9,287.5042222222222,0.0003333333333333333,287.50388888888887,4,1,48,31,79.0,272.44444444444446,7.0
155,3,15,20,50,138.0,8,147.246375,0.0005,147.245875,4,1,49,23,40.375,371.625,12.0
156,3,15,20,50,108.5,9,5440.532888888889,0.00044444444444444447,5440.532444444444,6,2,48,23,416.77777777777777,846.2222222222222,6.0
157,3,15,20,50,149.0,8,0.023875,0.000625,0.02325,2,1,33,29,17.375,133.5,13.0
158,3,15,20,50,94.0,8,0.001125,0.000125,0.001,2,2,37,20,41.5,279.0,9.0
159,3,15,20,50,170.0,8,335.199875,0.000375,335.1995,4,1,35,27,58.25,284.875,11.0
160,3,15,20,50,149.0,9,0.010777777777777778,0.00044444444444444447,0.010333333333333333,2,1,41,27,12.333333333333334,130.33333333333334,14.0
161,3,15,20,50,205.0,9,0.4301111111111111,0.00022222222222222223,0.4298888888888889,3,1,48,36,66.0,200.44444444444446,7.0
162,3,15,20,50,144.0,8,0.024875,0.000625,0.02425,3,2,40,25,46.0,590.0,13.0
163,3,15,20,50,90.5,10,1.2934,0.0006,1.2928,5,3,43,26,595.7,990.0,5.0
164,3,15,20,50,168.0,9,0.0006666666666666666,0.0006666666666666666,0.0,2,2,42,23,25.666666666666668,368.6666666666667,14.0
165,3,15,20,50,196.0,9,1.0793333333333333,0.00044444444444444447,1.0788888888888888,3,1,49,24,68.22222222222223,151.66666666666666,8.0
166,3,15,20,50,80.0,9,0.013222222222222222,0.0003333333333333333,0.012888888888888889,3,3,48,28,76.11111111111111,1018.0,12.0
167,3,15,20,50,225.0,9,0.0,0.0,0.0,1,1,45,45,6.888888888888889,50.77777777777778,15.0
168,3,15,20,50,135.0,9,0.0,0.0,0.0,1,1,27,27,6.888888888888889,50.77777777777778,15.0
169,3,15,20,50,0.0,2,0.0,0.0,0.0,5,1,50,20,429.0,330.0,5.0
170,3,15,20,50,133.0,8,0.01225,0.000375,0.011875,2,1,29,26,12.75,133.5,14.0
171,3,15,20,50,225.0,9,0.011444444444444445,0.0003333333333333333,0.011111111111111112,2,1,45,41,12.555555555555555,123.77777777777777,14.0
172,3,15,20,50,225.0,9,0.011,0.0005555555555555556,0.010444444444444444,2,1,45,42,12.555555555555555,123.77777777777777,14.0
173,3,15,20,50,98.0,8,0.020375,0.000375,0.02,3,2,34,22,89.0,567.0,9.0
174,3,15,20,50,86.0,9,0.013222222222222222,0.0003333333333333333,0.012888888888888889,3,3,45,20,77.66666666666667,876.6666666666666,12.0
175,3,15,20,50,159.0,8,696.179,0.000375,696.178625,4,1,50,25,100.0,345.0,7.0
176,3,15,20,50,117.0,8,235.356875,0.000625,235.35625,5,2,45,20,150.375,827.75,10.0
177,3,15,20,50,0.0,1,0.0,0.0,0.0,5,1,50,21,202.0,760.0,10.0
178,3,15,20,50,0.0,1,0.0,0.0,0.0,6,1,45,22,789.0,516.0,6.0
179,3,15,20,50,250.0,8,1.455625,0.0005,1.455125,3,1,50,21,23.375,193.375,13.0
180,3,15,20,50,160.0,9,0.03122222222222222,0.00044444444444444447,0.03077777777777778,3,2,47,24,74.55555555555556,615.1111111111111,11.0
181,3,15,20,50,176.0,9,0.08722222222222223,0.0005555555555555556,0.08666666666666667,3,1,41,28,67.44444444444444,195.88888888888889,6.0
182,3,15,20,50,97.5,8,0.8125,0.0005,0.812,4,2,43,23,79.625,978.75,12.0
183,3,15,20,50,81.0,9,0.010222222222222223,0.0003333333333333333,0.009888888888888888,3,3,37,30,103.55555555555556,969.3333333333334,10.0
184,3,15,20,50,106.0,9,292.6122222222222,0.0006666666666666666,292.6115555555556,5,2,50,32,239.44444444444446,846.2222222222222,7.0
185,3,15,20,50,111.0,8,0.000875,0.00075,0.000125,2,2,30,21,34.25,343.5,13.0
186,3,15,20,50,131.0,8,0.01,0.00025,0.00975,2,1,27,23,24.0,116.5,11.0
187,3,15,20,50,113.5,10,0.0061,0.0005,0.0056,3,3,46,33,115.8,825.6,8.0
188,3,15,20,50,110.0,8,0.603375,0.0005,0.602875,4,2,39,22,203.375,896.0,8.0
189,3,15,20,50,149.0,8,5.6815,0.0005,5.681,3,1,49,24,36.25,274.75,11.0
190,3,15,20,50,98.0,10,80.3506,0.0008,80.3498,6,3,49,28,547.5,1848.0,7.0
191,3,15,20,50,115.0,8,0.01525,0.0005,0.01475,3,2,40,23,93.625,624.0,8.0
192,3,15,20,50,164.0,9,4.074333333333334,0.0003333333333333333,4.074,3,1,45,22,46.666666666666664,232.0,8.0
193,3,15,20,50,158.0,9,50.510444444444445,0.0006666666666666666,50.50977777777778,4,1,41,21,129.11111111111111,312.0,6.0
194,3,15,20,50,129.0,9,0.0012222222222222222,0.00044444444444444447,0.0007777777777777777,2,2,43,34,20.22222222222222,265.1111111111111,14.0
195,3,15,20,50,134.0,8,0.000875,0.0005,0.000375,2,2,34,32,41.625,351.25,12.0
196,3,15,20,50,98.5,9,0.0022222222222222222,0.0005555555555555556,0.0016666666666666668,2,2,35,22,39.22222222222222,246.66666666666666,11.0
197,3,15,20,50,153.0,9,0.4686666666666667,0.0003333333333333333,0.4683333333333333,4,2,45,24,206.55555555555554,756.0,7.0
198,3,15,20,50,207.0,9,817.2328888888889,0.0005555555555555556,817.2323333333334,4,1,48,25,91.33333333333333,240.22222222222223,9.0
199,3,15,20,50,213.0,9,2.817888888888889,0.00044444444444444447,2.8174444444444444,3,1,48,34,46.22222222222222,236.66666666666666,7.0
200,3,6,1,20,13.6667,7,0.0,0.0,0.0,3,3,15,11,25.0,195.42857142857142,3.0
201,3,6,1,20,31.0,6,0.0011666666666666668,0.0006666666666666666,0.0005,4,1,17,1,16.166666666666668,80.0,2.0
202,3,6,1,20,36.0,7,0.0,0.0,0.0,2,1,18,16,5.428571428571429,32.285714285714285,5.0
203,3,6,1,20,19.0,6,0.0018333333333333333,0.0005,0.0013333333333333333,4,2,19,8,21.5,161.33333333333334,3.0
204,3,6,1,20,19.0,5,0.0,0.0,0.0,3,1,13,6,8.4,54.0,2.0
205,3,6,1,20,26.5,6,0.00016666666666666666,0.00016666666666666666,0.0,4,2,20,12,28.333333333333332,160.0,2.0
206,3,6,1,20,16.5,6,0.002,0.0005,0.0015,4,2,20,5,21.5,177.33333333333334,3.0
207,3,6,1,20,7.5,6,0.0,0.0,0.0,2,3,14,1,17.833333333333332,162.0,3.0
208,3,6,1,20,13.5,6,0.0,0.0,0.0,2,2,15,9,8.5,102.0,5.0
209,3,6,1,20,24.0,6,0.0,0.0,0.0,2,2,16,8,10.5,93.33333333333333,5.0
210,3,6,1,20,8.33333,6,0.00016666666666666666,0.00016666666666666666,0.0,4,3,14,2,36.0,240.0,2.0
211,3,6,1,20,7.33333,6,0.0,0.0,0.0,2,3,11,1,20.5,162.0,3.0
212,3,6,1,20,16.0,5,0.0,0.0,0.0,3,2,11,8,20.0,170.4,3.0
213,3,6,1,20,14.0,5,0.0,0.0,0.0,2,1,10,4,7.4,54.0,3.0
214,3,6,1,20,24.5,6,0.0008333333333333334,0.0006666666666666666,0.00016666666666666666,4,2,19,8,26.166666666666668,177.33333333333334,3.0
215,3,6,1,20,15.0,5,0.0,0.0,0.0,1,2,10,10,5.8,35.6,6.0
216,3,6,1,20,22.0,6,0.0,0.0,0.0,2,2,14,11,12.833333333333334,100.66666666666667,4.0
217,3,6,1,20,15.0,5,0.0006,0.0004,0.0002,4,2,15,3,25.4,222.4,3.0
218,3,6,1,20,11.0,5,0.0,0.0,0.0,3,2,16,2,20.0,186.0,3.0
219,3,6,1,20,18.0,6,0.0,0.0,0.0,1,1,9,9,3.5,16.833333333333332,6.0
220,3,6,1,20,5.0,5,0.0,0.0,0.0,1,3,5,5,7.4,53.4,6.0
221,3,6,1,20,22.0,5,0.0006,0.0006,0.0,3,1,18,5,10.6,93.0,3.0
222,3,6,1,20,38.0,6,0.0,0.0,0.0,2,1,19,13,6.666666666666667,35.666666666666664,4.0
223,3,6,1,20,23.0,6,0.0,0.0,0.0,2,2,20,3,13.0,64.0,4.0
224,3,6,1,20,20.0,6,0.0,0.0,0.0,2,1,11,9,7.0,39.333333333333336,3.0
225,3,6,1,20,20.0,6,0.0,0.0,0.0,2,2,20,7,13.0,160.0,4.0
226,3,6,1,20,17.0,5,0.0,0.0,0.0,3,2,17,9,13.2,154.8,3.0
227,3,6,1,20,7.5,4,0.0,0.0,0.0,1,2,5,5,6.0,38.5,6.0
228,3,6,1,20,10.5,5,0.0002,0.0002,0.0,3,2,7,4,17.0,154.8,4.0
229,3,6,1,20,12.0,7,0.0,0.0,0.0,2,3,18,8,15.571428571428571,240.0,4.0
230,3,6,1,20,13.0,5,0.0002,0.0002,0.0,3,2,16,4,16.8,186.0,3.0
231,3,6,1,20,15.0,5,0.0228,0.0004,0.0224,4,1,15,1,18.0,132.0,3.0
232,3,6,1,20,10.0,4,0.0,0.0,0.0,1,2,5,5,6.5,47.5,6.0
233,3,6,1,20,16.0,6,0.0,0.0,0.0,3,2,15,2,20.5,108.0,3.0
234,3,6,1,20,18.0,5,0.0,0.0,0.0,2,1,9,6,7.0,36.4,4.0
235,3,6,1,20,22.5,6,0.0,0.0,0.0,1,2,15,15,5.666666666666667,33.666666666666664,6.0
236,3,6,1,20,16.6667,7,0.0,0.0,0.0,3,3,20,10,25.714285714285715,178.71428571428572,3.0
237,3,6,1,20,18.0,6,0.00016666666666666666,0.00016666666666666666,0.0,3,2,19,12,15.333333333333334,160.0,3.0
238,3,6,1,20,16.0,7,0.0,0.0,0.0,1,3,16,16,7.0,48.42857142857143,6.0
